"Id","Weekly_Sales"
"18_40_2012-11-02",15648.71
"18_40_2012-11-09",8293.57
"18_40_2012-11-16",167.2
"18_40_2012-11-23",6686.04
"18_40_2012-11-30",923.73
"18_40_2012-12-07",1273.42
"18_40_2012-12-14",14607.99
"18_40_2012-12-21",2325
"18_40_2012-12-28",945.59
"18_40_2013-01-04",2951.76
"18_40_2013-01-11",42779.73
"18_40_2013-01-18",7314.62
"18_40_2013-01-25",921.27
"18_40_2013-02-01",3225.23
"18_40_2013-02-08",30090.04
"18_40_2013-02-15",8399.46
"18_40_2013-02-22",13496.34
"18_40_2013-03-01",1629.25
"18_40_2013-03-08",337.54
"18_40_2013-03-15",8522.3
"18_40_2013-03-22",44762.74
"18_40_2013-03-29",8534.2
"18_40_2013-04-05",9297.14
"18_40_2013-04-12",5523.67
"18_40_2013-04-19",24093.01
"18_40_2013-04-26",6689.08
"18_40_2013-05-03",40769.37
"18_40_2013-05-10",2153.93
"18_40_2013-05-17",1419.56
"18_40_2013-05-24",2860.69
"18_40_2013-05-31",1167.61
"18_40_2013-06-07",4494.59
"18_40_2013-06-14",24798.35
"18_40_2013-06-21",3556.74
"18_40_2013-06-28",30.76
"18_40_2013-07-05",6265.91
"18_40_2013-07-12",11059.47
"18_40_2013-07-19",1726.66
"18_40_2013-07-26",2383.88
"18_41_2012-11-02",728.48
"18_41_2012-11-09",3307.53
"18_41_2012-11-16",10334.34
"18_41_2012-11-23",2509.32
"18_41_2012-11-30",0
"18_41_2012-12-07",1795.88
"18_41_2012-12-14",6302.38
"18_41_2012-12-21",1389.42
"18_41_2012-12-28",1588.96
"18_41_2013-01-04",1893.93
"18_41_2013-01-11",477.5
"18_41_2013-01-18",453.97
"18_41_2013-01-25",9983.44
"18_41_2013-02-01",301.38
"18_41_2013-02-08",28218.88
"18_41_2013-02-15",33825.42
"18_41_2013-02-22",3002.99
"18_41_2013-03-01",4219.13
"18_41_2013-03-08",10371.55
"18_41_2013-03-15",7288.21
"18_41_2013-03-22",8479.17
"18_41_2013-03-29",588.46
"18_41_2013-04-05",48252.34
"18_41_2013-04-12",19392.53
"18_41_2013-04-19",816.85
"18_41_2013-04-26",4564.01
"18_41_2013-05-03",2300
"18_41_2013-05-10",44456.63
"18_41_2013-05-17",7098.69
"18_41_2013-05-24",2867.75
"18_41_2013-05-31",3173.22
"18_41_2013-06-07",644.52
"18_41_2013-06-14",9003.34
"18_41_2013-06-21",8522.3
"18_41_2013-06-28",30323.71
"18_41_2013-07-05",12285.48
"18_41_2013-07-12",952.85
"18_41_2013-07-19",2690.39
"18_41_2013-07-26",1302.42
"18_42_2012-11-02",40441.95
"18_42_2012-11-09",7108.17
"18_42_2012-11-16",3471.03
"18_42_2012-11-23",7799.02
"18_42_2012-11-30",16358.82
"18_42_2012-12-07",167.2
"18_42_2012-12-14",237.16
"18_42_2012-12-21",8492.62
"18_42_2012-12-28",1351.58
"18_42_2013-01-04",11516.26
"18_42_2013-01-11",21448.65
"18_42_2013-01-18",2233.61
"18_42_2013-01-25",13369.49
"18_42_2013-02-01",2874.76
"18_42_2013-02-08",5708.52
"18_42_2013-02-15",42779.73
"18_42_2013-02-22",5523.67
"18_42_2013-03-01",2046.5
"18_42_2013-03-08",10145.92
"18_42_2013-03-15",3868.74
"18_42_2013-03-22",1060.61
"18_42_2013-03-29",8399.46
"18_42_2013-04-05",3556.74
"18_42_2013-04-12",6265.91
"18_42_2013-04-19",1077.67
"18_42_2013-04-26",10820.46
"18_42_2013-05-03",852.04
"18_42_2013-05-10",2383.88
"18_42_2013-05-17",3317.63
"18_42_2013-05-24",2293.03
"18_42_2013-05-31",24605.52
"18_42_2013-06-07",2509.32
"18_42_2013-06-14",6148.37
"18_42_2013-06-21",1389.42
"18_42_2013-06-28",1871.1
"18_42_2013-07-05",43823.32
"18_42_2013-07-12",274.8
"18_42_2013-07-19",4460.49
"18_42_2013-07-26",1893.93
"18_43_2013-04-26",1110.82
"18_44_2012-11-02",11159.09
"18_44_2012-11-09",46379.04
"18_44_2012-11-16",2325
"18_44_2012-11-23",6318.27
"18_44_2012-11-30",28218.88
"18_44_2012-12-07",9937.9
"18_44_2012-12-14",589.53
"18_44_2012-12-21",44147.81
"18_44_2012-12-28",144
"18_44_2013-01-04",477.5
"18_44_2013-01-11",4564.01
"18_44_2013-01-18",517.72
"18_44_2013-01-25",852.04
"18_44_2013-02-01",1625.5
"18_44_2013-02-08",2867.75
"18_44_2013-02-15",1867.13
"18_44_2013-02-22",34151.38
"18_44_2013-03-01",7858.81
"18_44_2013-03-08",453.97
"18_44_2013-03-15",3506.85
"18_44_2013-03-22",5754.24
"18_44_2013-03-29",10134.79
"18_44_2013-04-05",923.73
"18_44_2013-04-12",30323.71
"18_44_2013-04-19",7467.8
"18_44_2013-04-26",9670.14
"18_44_2013-05-03",8650.23
"18_44_2013-05-10",8780.35
"18_44_2013-05-17",8795.23
"18_44_2013-05-24",18556.45
"18_44_2013-05-31",8597.8
"18_44_2013-06-07",13390.23
"18_44_2013-06-14",17202.99
"18_44_2013-06-21",6302.38
"18_44_2013-06-28",2452.29
"18_44_2013-07-05",2978.06
"18_44_2013-07-12",10820.46
"18_44_2013-07-19",11516.26
"18_44_2013-07-26",217.42
"18_45_2012-12-21",8492.62
"18_45_2013-02-08",1351.58
"18_45_2013-02-22",13600.06
"18_45_2013-03-08",18948.92
"18_45_2013-03-15",6265.91
"18_45_2013-03-22",1060.61
"18_45_2013-03-29",42790.52
"18_46_2012-11-02",4888.1
"18_46_2012-11-09",2045.21
"18_46_2012-11-16",3333.03
"18_46_2012-11-23",3471.03
"18_46_2012-11-30",1089.54
"18_46_2012-12-07",4252.54
"18_46_2012-12-14",2786.93
"18_46_2012-12-21",2837.68
"18_46_2012-12-28",10007.56
"18_46_2013-01-04",2383.88
"18_46_2013-01-11",6148.37
"18_46_2013-01-18",2293.03
"18_46_2013-01-25",24798.35
"18_46_2013-02-01",1453.86
"18_46_2013-02-08",30.76
"18_46_2013-02-15",800
"18_46_2013-02-22",517.72
"18_46_2013-03-01",4630.53
"18_46_2013-03-08",11396.09
"18_46_2013-03-15",2251
"18_46_2013-03-22",1618.74
"18_46_2013-03-29",1098.06
"18_46_2013-04-05",11826.73
"18_46_2013-04-12",5754.24
"18_46_2013-04-19",1110.82
"18_46_2013-04-26",3078.96
"18_46_2013-05-03",234.95
"18_46_2013-05-10",9821.24
"18_46_2013-05-17",875.91
"18_46_2013-05-24",2518.36
"18_46_2013-05-31",8443.8
"18_46_2013-06-07",29620.75
"18_46_2013-06-14",4888.1
"18_46_2013-06-21",1553.95
"18_46_2013-06-28",1871.1
"18_46_2013-07-05",178.6
"18_46_2013-07-12",42283.77
"18_46_2013-07-19",9931.9
"18_46_2013-07-26",2293.03
"18_47_2012-11-16",4517.09
"18_47_2013-02-22",551.16
"18_48_2012-12-21",1867.13
"18_48_2013-01-18",852.04
"18_49_2012-11-02",33978.02
"18_49_2012-11-09",9915.17
"18_49_2012-11-16",7017.77
"18_49_2012-11-23",16222.88
"18_49_2012-11-30",813.75
"18_49_2012-12-07",9972.27
"18_49_2012-12-14",43781.04
"18_49_2012-12-21",11594.66
"18_49_2012-12-28",10107.11
"18_49_2013-01-04",42361.27
"18_49_2013-01-11",3872.61
"18_49_2013-01-18",9424.68
"18_49_2013-01-25",8977.32
"18_49_2013-02-01",1840.46
"18_49_2013-02-08",2452.29
"18_49_2013-02-15",6646.31
"18_49_2013-02-22",2108.16
"18_49_2013-03-01",2988.85
"18_49_2013-03-08",217.42
"18_49_2013-03-15",6691.05
"18_49_2013-03-22",2045.21
"18_49_2013-03-29",15747.43
"18_49_2013-04-05",18948.92
"18_49_2013-04-12",17397.69
"18_49_2013-04-19",2804.58
"18_49_2013-04-26",1815.99
"18_49_2013-05-03",3492.56
"18_49_2013-05-10",48252.34
"18_49_2013-05-17",4335.51
"18_49_2013-05-24",24792.87
"18_49_2013-05-31",8875.18
"18_49_2013-06-07",2735.04
"18_49_2013-06-14",5723.74
"18_49_2013-06-21",1612.26
"18_49_2013-06-28",8597.8
"18_49_2013-07-05",1088.19
"18_49_2013-07-12",41708.41
"18_49_2013-07-19",13390.23
"18_49_2013-07-26",2876.55
"18_50_2012-11-02",9003.34
"18_50_2012-11-09",0
"18_50_2012-11-16",8971.48
"18_50_2012-11-23",33978.02
"18_50_2012-11-30",517.72
"18_50_2012-12-07",2251
"18_50_2012-12-14",2380.86
"18_50_2012-12-21",3962.12
"18_50_2012-12-28",2043.77
"18_50_2013-01-04",3106.73
"18_50_2013-01-11",22435.9
"18_50_2013-01-18",217.67
"18_50_2013-01-25",4517.09
"18_50_2013-02-01",43781.04
"18_50_2013-02-08",1046.25
"18_50_2013-02-15",1889.34
"18_50_2013-02-22",189
"18_50_2013-03-01",2375.13
"18_50_2013-03-08",1028.31
"18_50_2013-03-15",7400.6
"18_50_2013-03-22",1299.11
"18_50_2013-03-29",11396.09
"18_50_2013-04-05",1867.13
"18_50_2013-04-12",10672.71
"18_50_2013-04-19",5173.51
"18_50_2013-04-26",29620.75
"18_50_2013-05-03",4404.39
"18_50_2013-05-10",2527.18
"18_50_2013-05-17",1815.99
"18_50_2013-05-24",18948.92
"18_50_2013-05-31",11101.23
"18_50_2013-06-07",11594.66
"18_50_2013-06-14",2389.91
"18_50_2013-06-21",8443.8
"18_50_2013-06-28",7555.94
"18_50_2013-07-05",17637.96
"18_50_2013-07-12",10207.2
"18_50_2013-07-19",12108.72
"18_50_2013-07-26",1098.06
"18_52_2012-11-02",1623.33
"18_52_2012-11-09",12534.86
"18_52_2012-11-16",2735.04
"18_52_2012-11-23",46379.04
"18_52_2012-11-30",42283.77
"18_52_2012-12-07",24792.87
"18_52_2012-12-14",2988.85
"18_52_2012-12-21",554.72
"18_52_2012-12-28",9972.27
"18_52_2013-01-04",9424.68
"18_52_2013-01-11",15747.43
"18_52_2013-01-18",208.6
"18_52_2013-01-25",5561.79
"18_52_2013-02-01",42419.34
"18_52_2013-02-08",2804.58
"18_52_2013-02-15",41708.41
"18_52_2013-02-22",2546.31
"18_52_2013-03-01",6958.37
"18_52_2013-03-08",13390.23
"18_52_2013-03-15",4960.32
"18_52_2013-03-22",3929.19
"18_52_2013-03-29",5190.83
"18_52_2013-04-05",844.94
"18_52_2013-04-12",1932.02
"18_52_2013-04-19",9004.07
"18_52_2013-04-26",5723.74
"18_52_2013-05-03",8597.8
"18_52_2013-05-10",1088.19
"18_52_2013-05-17",2876.55
"18_52_2013-05-24",9511.54
"18_52_2013-05-31",2238.54
"18_52_2013-06-07",8019.52
"18_52_2013-06-14",30023.3
"18_52_2013-06-21",585
"18_52_2013-06-28",1299.11
"18_52_2013-07-05",10672.71
"18_52_2013-07-12",22435.9
"18_52_2013-07-19",1431.89
"18_52_2013-07-26",2588.9
"18_54_2012-11-02",2380.86
"18_54_2012-11-09",4517.09
"18_54_2012-11-16",4404.39
"18_54_2012-11-23",1028.31
"18_54_2012-11-30",217.67
"18_54_2012-12-07",216
"18_54_2012-12-14",33978.02
"18_54_2012-12-21",11396.09
"18_54_2012-12-28",1046.25
"18_54_2013-01-04",10030.4
"18_54_2013-01-11",8394.27
"18_54_2013-01-18",17760.35
"18_54_2013-02-01",8735.22
"18_54_2013-02-08",563.38
"18_54_2013-02-15",3106.73
"18_54_2013-02-22",1098.06
"18_54_2013-03-01",3929.19
"18_54_2013-04-05",19130.48
"18_54_2013-04-12",40353.95
"18_54_2013-04-26",8942.08
"18_54_2013-05-03",2251
"18_54_2013-05-10",13042.64
"18_54_2013-05-17",6691.05
"18_54_2013-05-31",554.72
"18_54_2013-06-07",8809.57
"18_54_2013-06-14",10207.2
"18_54_2013-06-21",2097.56
"18_54_2013-06-28",4630.53
"18_54_2013-07-05",3962.12
"18_54_2013-07-19",976.14
"18_55_2012-11-02",6179.41
"18_55_2012-11-09",12534.86
"18_55_2012-11-16",2790.05
"18_55_2012-11-23",43781.04
"18_55_2012-11-30",9156.27
"18_55_2012-12-07",2714.15
"18_55_2012-12-14",2850.56
"18_55_2012-12-21",12586.15
"18_55_2012-12-28",232.5
"18_55_2013-01-04",15563.93
"18_55_2013-01-11",2375.13
"18_55_2013-01-18",10508.82
"18_55_2013-01-25",5451.25
"18_55_2013-02-01",1612.26
"18_55_2013-02-08",39722.57
"18_55_2013-02-15",4659.18
"18_55_2013-02-22",34072.78
"18_55_2013-03-01",1932.02
"18_55_2013-03-08",2620.21
"18_55_2013-03-15",8834.54
"18_55_2013-03-22",2979.91
"18_55_2013-03-29",4743.24
"18_55_2013-04-05",820.94
"18_55_2013-04-12",2540.44
"18_55_2013-04-19",42361.27
"18_55_2013-04-26",9511.54
"18_55_2013-05-03",7765.68
"18_55_2013-05-10",24792.87
"18_55_2013-05-17",2527.18
"18_55_2013-05-24",2588.9
"18_55_2013-05-31",15644.27
"18_55_2013-06-07",2886
"18_55_2013-06-14",2440.3
"18_55_2013-06-21",35058.66
"18_55_2013-06-28",189
"18_55_2013-07-05",2123.05
"18_55_2013-07-12",8096.11
"18_55_2013-07-19",886.21
"18_55_2013-07-26",8394.27
"18_56_2012-11-02",1025.16
"18_56_2012-11-09",554.46
"18_56_2012-11-16",594.95
"18_56_2012-11-23",2482.08
"18_56_2012-11-30",19837.38
"18_56_2012-12-07",8165.08
"18_56_2012-12-14",1107.57
"18_56_2012-12-21",6638.82
"18_56_2012-12-28",10672.71
"18_56_2013-01-04",1276.64
"18_56_2013-01-11",8802.91
"18_56_2013-01-18",29267.2
"18_56_2013-01-25",3302.66
"18_56_2013-02-01",4238.3
"18_56_2013-02-08",4605.76
"18_56_2013-02-15",440
"18_56_2013-02-22",279.86
"18_56_2013-03-01",2838.01
"18_56_2013-03-08",11652.64
"18_56_2013-03-15",11627.59
"18_56_2013-03-22",12938.32
"18_56_2013-03-29",10030.4
"18_56_2013-04-05",4578.54
"18_56_2013-04-12",9711.83
"18_56_2013-04-19",8971.27
"18_56_2013-04-26",2013.29
"18_56_2013-05-03",823.6
"18_56_2013-05-10",40353.95
"18_56_2013-05-17",2540.44
"18_56_2013-05-24",3716.76
"18_56_2013-05-31",6056.23
"18_56_2013-06-07",3670.17
"18_56_2013-06-14",43106.02
"18_56_2013-06-21",7765.68
"18_56_2013-06-28",9277.7
"18_56_2013-07-05",6209.21
"18_56_2013-07-12",1932.9
"18_56_2013-07-19",18185.93
"18_56_2013-07-26",8834.54
"18_58_2012-11-02",5322.03
"18_58_2012-11-09",2867.23
"18_58_2012-11-23",1538.71
"18_58_2012-11-30",976.14
"18_58_2012-12-07",2722.29
"18_58_2012-12-14",18702.99
"18_58_2012-12-21",34072.78
"18_58_2012-12-28",207.82
"18_58_2013-01-04",42419.34
"18_58_2013-01-11",5561.79
"18_58_2013-01-18",3034.05
"18_58_2013-01-25",2375.13
"18_58_2013-02-01",24270.92
"18_58_2013-02-08",679.92
"18_58_2013-02-15",949.64
"18_58_2013-02-22",39722.57
"18_58_2013-03-01",2850.56
"18_58_2013-03-08",9179.5
"18_58_2013-03-15",12680.6
"18_58_2013-03-22",2482.08
"18_58_2013-03-29",135
"18_58_2013-04-05",2443.34
"18_58_2013-04-12",9711.83
"18_58_2013-04-19",15644.27
"18_58_2013-04-26",36061.22
"18_58_2013-05-03",8096.11
"18_58_2013-05-10",594.95
"18_58_2013-05-17",8809.57
"18_58_2013-05-24",303.55
"18_58_2013-05-31",5431.49
"18_58_2013-06-07",3571.44
"18_58_2013-06-14",823.6
"18_58_2013-06-21",7498.21
"18_58_2013-06-28",1107.57
"18_58_2013-07-05",2123.05
"18_58_2013-07-12",3716.76
"18_58_2013-07-19",2246.34
"18_58_2013-07-26",1196.35
"18_59_2012-11-02",29267.2
"18_59_2012-11-09",1428.2
"18_59_2012-11-16",232.5
"18_59_2012-11-23",4238.3
"18_59_2012-11-30",1025.16
"18_59_2012-12-07",440
"18_59_2012-12-14",1018.2
"18_59_2012-12-21",19837.38
"18_59_2012-12-28",10620.18
"18_59_2013-01-04",33760.25
"18_59_2013-01-11",6056.23
"18_59_2013-01-18",886.21
"18_59_2013-01-25",11378.17
"18_59_2013-02-01",8971.27
"18_59_2013-02-08",18702.99
"18_59_2013-02-15",2288.26
"18_59_2013-02-22",2042.36
"18_59_2013-03-01",3209.85
"18_59_2013-03-08",5
"18_59_2013-03-15",13316.66
"18_59_2013-03-22",6321.89
"18_59_2013-03-29",47982.13
"18_59_2013-04-05",12839.24
"18_59_2013-04-12",2867.23
"18_59_2013-04-19",9277.7
"18_59_2013-04-26",3706.31
"18_59_2013-05-03",18355.9
"18_59_2013-05-10",9052.66
"18_59_2013-05-17",6638.82
"18_59_2013-05-24",40472.76
"18_59_2013-05-31",2571.14
"18_59_2013-06-07",10508.82
"18_59_2013-06-14",2169.66
"18_59_2013-06-21",44677.2
"18_59_2013-06-28",5137.42
"18_59_2013-07-05",3863.64
"18_59_2013-07-12",8120.87
"18_59_2013-07-19",13042.64
"18_59_2013-07-26",7832.26
"18_60_2012-11-02",43106.02
"18_60_2012-11-09",2732.65
"18_60_2012-11-16",554.34
"18_60_2012-11-23",2886
"18_60_2012-11-30",4518.43
"18_60_2012-12-07",3216.79
"18_60_2012-12-14",24270.92
"18_60_2012-12-21",650.39
"18_60_2012-12-28",9598.27
"18_60_2013-01-04",926.24
"18_60_2013-01-11",6209.21
"18_60_2013-01-18",321.24
"18_60_2013-01-25",1030
"18_60_2013-02-01",135
"18_60_2013-02-08",9023.25
"18_60_2013-02-15",5923.13
"18_60_2013-02-22",3802.18
"18_60_2013-03-01",4166
"18_60_2013-03-08",1025.16
"18_60_2013-03-15",1033.76
"18_60_2013-03-22",35058.66
"18_60_2013-03-29",29064.26
"18_60_2013-04-05",1376.93
"18_60_2013-04-12",8462.58
"18_60_2013-04-19",3562.36
"18_60_2013-04-26",6321.89
"18_60_2013-05-03",17649
"18_60_2013-05-10",2510.28
"18_60_2013-05-17",667.74
"18_60_2013-05-24",7498.21
"18_60_2013-05-31",9971.96
"18_60_2013-06-07",11987.32
"18_60_2013-06-14",2123.05
"18_60_2013-06-21",18152.14
"18_60_2013-06-28",2383.43
"18_60_2013-07-05",14150.92
"18_60_2013-07-12",2337
"18_60_2013-07-19",1428.2
"18_60_2013-07-26",30524.83
"18_67_2012-11-02",6537.23
"18_67_2012-11-09",2443.34
"18_67_2012-11-16",1137
"18_67_2012-11-23",9052.66
"18_67_2012-11-30",218.84
"18_67_2012-12-07",18355.9
"18_67_2012-12-14",1105.9
"18_67_2012-12-21",47982.13
"18_67_2012-12-28",12839.24
"18_67_2013-01-04",2571.14
"18_67_2013-01-11",3137.71
"18_67_2013-01-18",11834.76
"18_67_2013-01-25",2732.65
"18_67_2013-02-01",2841.6
"18_67_2013-02-08",42745.21
"18_67_2013-02-15",2042.36
"18_67_2013-02-22",19449.49
"18_67_2013-03-01",1932.9
"18_67_2013-03-08",8120.87
"18_67_2013-03-15",0
"18_67_2013-03-22",5637.75
"18_67_2013-03-29",10871.06
"18_67_2013-04-05",6638.82
"18_67_2013-04-12",886.21
"18_67_2013-04-19",5803.96
"18_67_2013-04-26",24270.92
"18_67_2013-05-03",3216.79
"18_67_2013-05-10",501.46
"18_67_2013-05-17",10218.38
"18_67_2013-05-24",41164.28
"18_67_2013-05-31",4003.28
"18_67_2013-06-07",12898.78
"18_67_2013-06-14",7832.26
"18_67_2013-06-21",44677.2
"18_67_2013-06-28",10332.17
"18_67_2013-07-05",6209.21
"18_67_2013-07-12",926.24
"18_67_2013-07-19",2104.03
"18_67_2013-07-26",650.39
"18_71_2012-11-02",9598.27
"18_71_2012-11-09",4465.5
"18_71_2012-11-16",21162.08
"18_71_2012-11-23",928
"18_71_2012-11-30",3090.61
"18_71_2012-12-07",321.24
"18_71_2012-12-14",189
"18_71_2012-12-21",558.14
"18_71_2012-12-28",9023.25
"18_71_2013-01-04",2466.86
"18_71_2013-01-11",2160.4
"18_71_2013-01-18",10431.33
"18_71_2013-01-25",3870.88
"18_71_2013-02-01",29064.26
"18_71_2013-02-08",6466.15
"18_71_2013-02-15",1033.76
"18_71_2013-02-22",3103.84
"18_71_2013-03-01",2571.14
"18_71_2013-03-08",1431.25
"18_71_2013-03-15",2125.47
"18_71_2013-03-22",12364.63
"18_71_2013-03-29",1196.35
"18_71_2013-04-05",6677.71
"18_71_2013-04-12",3341.8
"18_71_2013-04-19",1296.9
"18_71_2013-04-26",3146.7
"18_71_2013-05-03",13318.11
"18_71_2013-05-10",2571.3
"18_71_2013-05-17",18152.14
"18_71_2013-05-24",218.84
"18_71_2013-05-31",2288.26
"18_71_2013-06-07",0
"18_71_2013-06-14",29861.09
"18_71_2013-06-21",18355.9
"18_71_2013-06-28",3370.55
"18_71_2013-07-05",34600.53
"18_71_2013-07-12",8604.15
"18_71_2013-07-19",37476.7
"18_71_2013-07-26",10225.86
"18_72_2012-11-02",7442.02
"18_72_2012-11-09",4852.1
"18_72_2012-11-16",6983.02
"18_72_2012-11-23",4488.61
"18_72_2012-11-30",5240.53
"18_72_2012-12-07",501.46
"18_72_2012-12-14",19008.57
"18_72_2012-12-21",10000.11
"18_72_2012-12-28",10871.06
"18_72_2013-01-04",8051.84
"18_72_2013-01-11",3562.42
"18_72_2013-01-18",12486.69
"18_72_2013-01-25",7368.19
"18_72_2013-02-01",7691.47
"18_72_2013-02-08",14978.79
"18_72_2013-02-15",3216.79
"18_72_2013-02-22",41164.28
"18_72_2013-03-01",12171.49
"18_72_2013-03-08",2312
"18_72_2013-03-15",24078.17
"18_72_2013-03-22",10332.17
"18_72_2013-03-29",8896.53
"18_72_2013-04-05",10580.09
"18_72_2013-04-12",856.2
"18_72_2013-04-19",700.88
"18_72_2013-04-26",42368.97
"18_72_2013-05-03",6410.4
"18_72_2013-05-10",42667.29
"18_72_2013-05-17",1833.63
"18_72_2013-05-24",4206.2
"18_72_2013-05-31",1586.52
"18_72_2013-06-07",928
"18_72_2013-06-14",3211.07
"18_72_2013-06-21",23631.08
"18_72_2013-06-28",282.67
"18_72_2013-07-05",3028.98
"18_72_2013-07-12",11726.3
"18_72_2013-07-19",0
"18_72_2013-07-26",34600.53
"18_74_2012-11-02",189
"18_74_2012-11-09",6855.35
"18_74_2012-11-16",29367.28
"18_74_2012-11-23",8928.39
"18_74_2012-11-30",3103.84
"18_74_2012-12-07",964
"18_74_2012-12-14",3870.88
"18_74_2012-12-21",6506.2
"18_74_2012-12-28",14261.71
"18_74_2013-01-04",5122.36
"18_74_2013-01-11",3580.08
"18_74_2013-01-18",1033.76
"18_74_2013-01-25",2478.15
"18_74_2013-02-01",2399.74
"18_74_2013-02-08",186.04
"18_74_2013-02-15",1137
"18_74_2013-02-22",811
"18_74_2013-03-01",3341.8
"18_74_2013-03-08",10138.36
"18_74_2013-03-15",1431.25
"18_74_2013-03-22",8051.84
"18_74_2013-03-29",24469.17
"18_74_2013-04-05",4852.1
"18_74_2013-04-12",6677.71
"18_74_2013-04-19",2515.53
"18_74_2013-04-26",469.14
"18_74_2013-05-03",17932.22
"18_74_2013-05-10",18825.2
"18_74_2013-05-17",18955.42
"18_74_2013-05-24",10218.38
"18_74_2013-05-31",8375.41
"18_74_2013-06-07",3562.42
"18_74_2013-06-14",8604.15
"18_74_2013-06-21",2310.06
"18_74_2013-06-28",668.45
"18_74_2013-07-05",3643.12
"18_74_2013-07-12",17012.4
"18_74_2013-07-19",8770.32
"18_74_2013-07-26",2077
"18_79_2012-11-02",4003.28
"18_79_2012-11-09",37476.7
"18_79_2012-11-16",7691.47
"18_79_2012-11-23",1686.39
"18_79_2012-11-30",41164.28
"18_79_2012-12-07",5637.75
"18_79_2012-12-14",2176.06
"18_79_2012-12-21",28290.61
"18_79_2012-12-28",1277.73
"18_79_2013-01-04",7196.2
"18_79_2013-01-11",12177.85
"18_79_2013-01-18",700.88
"18_79_2013-01-25",42667.29
"18_79_2013-02-01",14443.54
"18_79_2013-02-08",41080.19
"18_79_2013-02-15",15576.84
"18_79_2013-02-22",10050.28
"18_79_2013-03-01",10259
"18_79_2013-03-08",7368.19
"18_79_2013-03-15",4206.2
"18_79_2013-03-22",3370.55
"18_79_2013-03-29",0
"18_79_2013-04-05",5883.88
"18_79_2013-04-12",282.67
"18_79_2013-04-19",3580.08
"18_79_2013-04-26",189
"18_79_2013-05-03",1136
"18_79_2013-05-10",11726.3
"18_79_2013-05-17",964
"18_79_2013-05-24",3345.71
"18_79_2013-05-31",5971.92
"18_79_2013-06-07",17087.02
"18_79_2013-06-14",6855.35
"18_79_2013-06-21",34180.68
"18_79_2013-06-28",10580.09
"18_79_2013-07-05",2077
"18_79_2013-07-12",10530.96
"18_79_2013-07-19",2399.74
"18_79_2013-07-26",35579.12
"18_80_2012-11-02",6119.42
"18_80_2012-11-09",29962.26
"18_80_2012-11-16",186.04
"18_80_2012-11-23",3479.85
"18_80_2012-11-30",8522.66
"18_80_2012-12-07",1006.11
"18_80_2012-12-14",1431.25
"18_80_2012-12-21",2515.53
"18_80_2012-12-28",3103.84
"18_80_2013-01-04",469.14
"18_80_2013-01-11",6506.2
"18_80_2013-01-18",8928.39
"18_80_2013-01-25",18261.99
"18_80_2013-02-01",19987.43
"18_80_2013-02-08",1682.46
"18_80_2013-02-15",17595.5
"18_80_2013-02-22",929.88
"18_80_2013-03-01",3498.8
"18_80_2013-03-08",8604.15
"18_80_2013-03-15",3211.07
"18_80_2013-03-22",24546.61
"18_80_2013-03-29",5559.48
"18_80_2013-04-05",8829.59
"18_80_2013-04-12",18955.42
"18_80_2013-04-19",633
"18_80_2013-04-26",2310.06
"18_80_2013-05-03",28290.61
"18_80_2013-05-10",45533.15
"18_80_2013-05-17",7218.45
"18_80_2013-05-24",8770.32
"18_80_2013-05-31",3469.06
"18_80_2013-06-07",3643.12
"18_80_2013-06-14",2594.6
"18_80_2013-06-21",21150.09
"18_80_2013-06-28",4303.56
"18_80_2013-07-05",655.28
"18_80_2013-07-12",11978.42
"18_80_2013-07-19",7432.85
"18_80_2013-07-26",7340.86
"18_81_2012-11-02",6611.84
"18_81_2012-11-09",10259
"18_81_2012-11-16",8375.41
"18_81_2012-11-23",42667.29
"18_81_2012-11-30",12177.85
"18_81_2012-12-07",4367.23
"18_81_2012-12-14",1686.39
"18_81_2012-12-21",42528.76
"18_81_2012-12-28",41080.19
"18_81_2013-01-04",668.45
"18_81_2013-01-11",3757.46
"18_81_2013-01-18",15576.84
"18_81_2013-01-25",6410.4
"18_81_2013-02-01",0
"18_81_2013-02-08",34180.68
"18_81_2013-02-15",35579.12
"18_81_2013-02-22",11270.97
"18_81_2013-03-01",2803.86
"18_81_2013-03-08",2355.31
"18_81_2013-03-15",11118.08
"18_81_2013-03-22",2077
"18_81_2013-03-29",6527.87
"18_81_2013-04-05",923
"18_81_2013-04-12",2310.06
"18_81_2013-04-19",153
"18_81_2013-04-26",8522.66
"18_81_2013-05-03",28290.61
"18_81_2013-05-10",480.33
"18_81_2013-05-17",47151.12
"18_81_2013-05-24",29367.28
"18_81_2013-05-31",6418.54
"18_81_2013-06-07",7216.35
"18_81_2013-06-14",143.84
"18_81_2013-06-21",8829.59
"18_81_2013-06-28",325.61
"18_81_2013-07-05",3479.85
"18_81_2013-07-12",11366.54
"18_81_2013-07-19",10259
"18_81_2013-07-26",8928.39
"18_82_2012-11-02",17595.5
"18_82_2012-11-09",19535.91
"18_82_2012-11-16",2206.33
"18_82_2012-11-23",633
"18_82_2012-11-30",1105.52
"18_82_2012-12-07",3002.58
"18_82_2012-12-14",1395
"18_82_2012-12-21",2648.48
"18_82_2012-12-28",41631.78
"18_82_2013-01-04",668.45
"18_82_2013-01-11",19987.43
"18_82_2013-01-18",7702.56
"18_82_2013-01-25",3375.54
"18_82_2013-02-01",2749.3
"18_82_2013-02-08",17438.85
